"id","userName","userImage","date","score","scoreText","url","title","text","replyDate","replyText","version","thumbsUp","criterias"
"2ed2f88d-70d9-433e-9986-63caa506b07e","Rocxan Salahay","https://play-lh.googleusercontent.com/a-/ALV-UjWN9vWjvhfb6BSvSr576mPfe-gXmQ8hzSMukG6efZzqwBH5qjc","2024-04-21T16:43:02.470Z",1,"1","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=2ed2f88d-70d9-433e-9986-63caa506b07e",,"I try how many times to register trough my dash but they saying my number is not same with my dash and singpass but actually same only collect my importation but in the end I still cannot register worst app","2024-04-21T17:08:20.520Z","Hi Rocxan Salahay! Thanks for reaching out. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help!",,0,"[]"
"c55adfaf-f2c0-47f1-9f77-336403e71387","Koong Wei Jie","https://play-lh.googleusercontent.com/a/ACg8ocItICrA35iOUBNV-OKMUUnB332gNEJEKMKWrQV0aPBkAODQpg=mo","2024-04-20T17:42:44.978Z",2,"2","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=c55adfaf-f2c0-47f1-9f77-336403e71387",,"Hi, I have signed up 8 months ago since last year August and is still currently waiting. Please help to solve the issue.","2024-04-20T18:45:54.986Z","Hi Wei Jie. We understand it's been a wait, and we're actively working to open new slots for GXS Savings Account. If you have registered your interest on the GXS app, rest assured we'll keep you updated on any developments. 🚀 Thanks for your patience and understanding! 💜","2.26.0",1,"[]"
"a3813e35-41e9-4f9f-a08d-e1376fd74b93","Rinson Wee","https://play-lh.googleusercontent.com/a-/ALV-UjUdktvc61BiKfs0E6mToB6N0_Dp2Cf0e5OXIk7GvbBVJSQACzrE","2024-04-20T04:40:40.465Z",5,"5","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=a3813e35-41e9-4f9f-a08d-e1376fd74b93",,"Very easy, fast n friendly... Tkxs...","2024-04-20T05:23:19.180Z","Hi Rinson! We're glad you're enjoying the intuitive and user-friendly interface!😄 Thank you for your 5-star rating review.🚀 💜","2.26.0",0,"[]"
"d3e2be77-82d8-4ddf-b8ac-b710e8bc8cd2","賀喜いざいしん","https://play-lh.googleusercontent.com/a/ACg8ocJRdbpa--wsqEr-GfZVYbbdzbyJc8G6j3L5GBdTOutXDHmO_Q=mo","2024-04-14T18:17:49.999Z",5,"5","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=d3e2be77-82d8-4ddf-b8ac-b710e8bc8cd2",,"I like how the app is really light and fast compared to other bank apps","2024-04-14T19:31:22.493Z","Hi there! Thank you for your 5-star rating review. 💜 We're thrilled to hear that our app has hit all the right notes. 😄","2.26.0",0,"[]"
"91f8369e-9ece-4f7a-a70f-d394c21a8f61","Chee Wai Woo (Jerry)","https://play-lh.googleusercontent.com/a/ACg8ocLpWo90FOYAaoPlUJrJUu3azQfoe7gBShj5UE9Pw4eiA7PF=mo","2024-04-13T00:22:18.909Z",1,"1","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=91f8369e-9ece-4f7a-a70f-d394c21a8f61",,"Cannot add card to google pay. Also cannot add card to touch n' go.","2024-04-13T00:21:24.835Z","Hi Jerry, this feature isn't ready at the moment. We will take note of this feedback and incorporate it into our continuous improvement process. Stay tuned to our social media channels for the latest news or updates! 🙏




","2.26.0",0,"[]"
"6629d4a4-53b3-4c08-829c-531ddc8d3eb5","Zack Zizou","https://play-lh.googleusercontent.com/a-/ALV-UjU555lUZP5HWjaaG-UHnIhPr7gHmO9X5lta_QNl_vK_tOX1IU4","2024-04-12T21:53:34.882Z",4,"4","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=6629d4a4-53b3-4c08-829c-531ddc8d3eb5",,"Generally good. However please add either NFC function to the app, or allow link to Google Wallet or Apple Pay. Everyone is going wallet-less these days without having the need to carry physical wallets or cards. And why are we unable to scan SGQR codes for payments? Only PayNow QR codes? Would definitely get my 5 stars if not for the above 2 shortcomings. 4 stars for now.","2024-04-11T23:01:35.954Z","Thanks for your feedback on mobile wallets and Scan QR payment, Zack! Currently, our scan QR feature only supports PayNow QR codes. However, we hear you and understand the convenience of NFC technology. We'll certainly work with our team to capture this as part of our continuous improvement process. Please stay tuned for more updates on our app! 😊","2.26.0",1,"[]"
"8a616053-78e5-4fe5-9288-c4c2f3eb740a","Eric Wong","https://play-lh.googleusercontent.com/a/ACg8ocJ0o0iZuB-fymjB577MFTiXT6gk1uCtxzGsxjZ_FiqUl5OZ=mo","2024-04-11T08:59:52.175Z",1,"1","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=8a616053-78e5-4fe5-9288-c4c2f3eb740a",,"With continuous failed to log in,contacted cso to terminate the account and we're informed once acct close can't be reinstated.Im fine with it since the problem it's on your app.","2024-04-11T09:43:30.350Z","Hi Eric. We're sorry to hear this. We would like to assist you with this issue. Please contact our 24/7 hotline at (+65) 3105 2055 and we'll be more than happy to look into the matter.🙏",,0,"[]"
"197bfc39-de9d-4722-bb7c-8d381cb22e20","Hafidz Malek","https://play-lh.googleusercontent.com/a-/ALV-UjUlQMiNGag3YwHIJYIzsuEFAF7P7Tp2JN-7z_-IIPzHXFW4J_k","2024-04-09T05:58:31.259Z",5,"5","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=197bfc39-de9d-4722-bb7c-8d381cb22e20",,"I don't get the negative reviews here. I installed, set it up, and got approved all within a few minutes. It was fast and easy. It's definitely one of the best apps out there.","2024-04-09T06:45:18.270Z","Hi Hafidz Melek! Thank you for your 5-star rating review. 💜 We aim to provide our customers with a great digital banking experience. Thanks for sharing your positive experience! 🚀","2.26.0",0,"[]"
"68b47f84-f8f8-4361-bc53-3806a45c4dd3","Lin Yao","https://play-lh.googleusercontent.com/a/ACg8ocLGqpiCIhwP_EG1KzOGbfdgBQjq3M9XaMzIr3iYjNIh86bzwg=mo","2024-04-03T12:39:35.204Z",1,"1","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=68b47f84-f8f8-4361-bc53-3806a45c4dd3",,"Not sure if i am already registered for the savimgs account really sucks!","2024-04-03T13:02:57.764Z","We're sorry to hear that you feel this way, Lin Yao. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. We'd love to help. 💜",,0,"[]"
"e3274e67-d290-4253-b967-b27736893806","kh lim","https://play-lh.googleusercontent.com/a/ACg8ocLozj6f5-PcMfag_u_idVNeKWLCLnnu0psp7z24Q-Yd65lS7w=mo","2024-04-02T10:43:38.129Z",1,"1","https://play.google.com/store/apps/details?id=sg.com.gxs.app&reviewId=e3274e67-d290-4253-b967-b27736893806",,"developer is nutshell brain i think proof of address have to take picture cannot upload???????????????????","2024-04-02T11:37:41.864Z","Hi Kh Lim. We're sorry to hear this. Please contact our 24/7 hotline at (+65) 3105 2055 and we'll be more than happy to look into the matter.🙏",,0,"[]"
