dataFrom,date,review,rating,extracted_devresp,devresp_time
googlePlay,20220912T222008408Z,Totally absurd and redundant feature that FORCES me to setup a PASSWORD FOR MY PHONE The same kind autocracy and authoritarianism they force down the throat of their delivery riders Ive got at least 3 other banking apps by major banks NONE I repeat  NONE forces me to modify my phone settings to accommodate them Im steering away from this app,1,Hi Robbie we hear you on this To keep your account safe we do not provide access to devices that are not passcode protected Please set up a passcode on your device and lets keep all our information secure Rest assured that we will continue to strive to further improve the app Thank you for the feedback ,20220913T011829743Z
googlePlay,20220910T002359970Z,Hi please take note your app shouldnt be detecting whether if my phone has a pin number or not This is a red flag on your digital banking system No other bank is doing this including Trust Bank who is your competitor and they are doing better than you Btw do not insult Singtel share holders like me,1,"Hi Sanjay we hear you on this To keep your account safe we do not provide access to devices that are not passcode protected Please set up a passcode on your device and lets keep all our information secure Rest assured that we will continue to strive to further improve the app Thank you for the feedback 
",20220910T030740696Z
googlePlay,20220909T164000740Z,They shouldnt launch the app if it is not ready Super misleading news published on Aug 31,1,Hi Frank were inviting customers progressively to make sure that everything is well built for the best experience possible For now download the app and register your interest We will let you know when were ready for you ,20220910T012412473Z
googlePlay,20220907T152627796Z,Gave up Is hopeless,1,Hi Were inviting customers progressively to make sure that everything is well built for the best experience possible In the meantime you can register your interest to open an account upon download Well let you know when were ready for you If you need more help do call us at 3105 2055 we are here 247 to help,20220907T154021549Z
googlePlay,20220907T065651467Z,digital bank app does not work when it already goes liveare u still doing UAT,1,We would love to have you onboard Amoy  Signing up with GXS is currently by invite only Were opening up access progressively to make sure that everything is built well Stay tuned to our website or social channels for the latest updates ,20220907T070642599Z
googlePlay,20220906T011734649Z,Not ready to roll out completely Aint even allowed to create an account without an invitation,1,Hi there were inviting customers progressively to make sure that everything is well built for the best experience possible For now download the app and register your interest We will let you know when were ready for you,20220906T023143211Z
googlePlay,20220905T183953311Z,Cant work ,3,Hi there were inviting customers progressively to make sure that everything is well built for the best experience possible For now download the app and register your interest We will let you know when were ready for you,20220906T014413319Z
googlePlay,20220905T080006647Z,Can not download yet just always show pending,1,Hi there Thanks for reaching out Please drop us an email at helpgxscomsg for us to check further We are here to help,20220905T082121132Z
googlePlay,20220904T112018905Z,Looks cool and sleek Can I get an invite if I give a five star review ,5,Hey there Your review made our day  Invitations are sent out in batches during this period For now register your interest in our app and we look forward to having you onboard,20220906T022132919Z
googlePlay,20220903T061139300Z,Its doesnt work theyre just trying to collect phone numbers If theyre not ready for people to download and use it it shouldnt be on the play store,1,Hi there Were inviting customers progressively to make sure that everything is well built for the best experience possible Thanks for your patience,20220905T030948391Z
